id,text,sentiment,text_original,tokens
35652,اشناهي الطرق؟,neutre,اشناهي الطرق؟,"['اشناهي', 'الطرق؟']"
35653,سير تصلي فاتك الظه علي مابان ليا كاملين فايتكم العصر الله يتقبل بورصتكم الله,négatif,سير تصلي فاتك الظه علي مابان ليا كاملين فايتكم العصر الله يتقبل بورصتكم الله,"['سير', 'تصلي', 'فاتك', 'الظه', 'علي', 'مابان', 'ليا', 'كاملين', 'فايتكم', 'العصر', 'الله', 'يتقبل', 'بورصتكم', 'الله']"
35654,السلام عليكم عفاك رايك فrisma,neutre,السلام عليكم عفاك رايك فrisma,"['السلام', 'عليكم', 'عفاك', 'رايك', 'فrisma']"
35655,كاتفكر ماتكتب كاينا شركه كبيره مكاتعاملش بالكريدي منيتك بيتي تشي ساهم علي الحساب شوف مول املو ولا تداول سويقه ههههه,négatif,كاتفكر ماتكتب كاينا شركه كبيره مكاتعاملش بالكريدي منيتك بيتي تشي ساهم علي الحساب شوف مول املو ولا تداول سويقه ههههه,"['كاتفكر', 'ماتكتب', 'كاينا', 'شركه', 'كبيره', 'مكاتعاملش', 'بالكريدي', 'منيتك', 'بيتي', 'تشي', 'ساهم', 'علي', 'الحساب', 'شوف', 'مول', 'املو', 'ولا', 'تداول', 'سويقه', 'ههههه']"
35656,h9y9h هذاك حكم شرعي، مغتطعنش بالهوي ولا بشنو للي ولا غالب فالمجتمع والا غتحلل الزنا حيت الزواج صعيب وتحلل سرقه الاغنياء حيت عندهم بزاف وتحلل حاجات اخري الشركات للي محتاجه لتمويل يمكن تاخذو بعقود شرعيه مثلا شركه البناء مشروع بناء قنطره، يمكن تطرح صكوك استثمار للي تخلي المستثمرين يشاركوها فالمشروع ويقتاسمو معها الارباح والخسائر يمكن تخدم بالمرابحه الممونين دياولها يمكن دير عقد الاستصناع الحلول كثيره، دامت مشات للربا فهنا شريتي سهم ديالها تتولي شريك فالعمليه,neutre,h9y9h هذاك حكم شرعي، مغتطعنش بالهوي ولا بشنو للي ولا غالب فالمجتمع والا غتحلل الزنا حيت الزواج صعيب وتحلل سرقه الاغنياء حيت عندهم بزاف وتحلل حاجات اخري الشركات للي محتاجه لتمويل يمكن تاخذو بعقود شرعيه مثلا شركه البناء مشروع بناء قنطره، يمكن تطرح صكوك استثمار للي تخلي المستثمرين يشاركوها فالمشروع ويقتاسمو معها الارباح والخسائر يمكن تخدم بالمرابحه الممونين دياولها يمكن دير عقد الاستصناع الحلول كثيره، دامت مشات للربا فهنا شريتي سهم ديالها تتولي شريك فالعمليه,"['h9y9h', 'هذاك', 'حكم', 'شرعي،', 'مغتطعنش', 'بالهوي', 'ولا', 'بشنو', 'للي', 'ولا', 'غالب', 'فالمجتمع', 'والا', 'غتحلل', 'الزنا', 'حيت', 'الزواج', 'صعيب', 'وتحلل', 'سرقه', 'الاغنياء', 'حيت', 'عندهم', 'بزاف', 'وتحلل', 'حاجات', 'اخري', 'الشركات', 'للي', 'محتاجه', 'لتمويل', 'يمكن', 'تاخذو', 'بعقود', 'شرعيه', 'مثلا', 'شركه', 'البناء', 'مشروع', 'بناء', 'قنطره،', 'يمكن', 'تطرح', 'صكوك', 'استثمار', 'للي', 'تخلي', 'المستثمرين', 'يشاركوها', 'فالمشروع', 'ويقتاسمو', 'معها', 'الارباح', 'والخسائر', 'يمكن', 'تخدم', 'بالمرابحه', 'الممونين', 'دياولها', 'يمكن', 'دير', 'عقد', 'الاستصناع', 'الحلول', 'كثيره،', 'دامت', 'مشات', 'للربا', 'فهنا', 'شريتي', 'سهم', 'ديالها', 'تتولي', 'شريك', 'فالعمليه']"
35657,h9y9h العلماء حددو نسبه الدين الربوي فتاتو شركه كتولي حرام 33 نسبه القيمه السوقيه الشركه كينين بزاف الشركات حلال نحيه ميكروسوفت appel,neutre,h9y9h العلماء حددو نسبه الدين الربوي فتاتو شركه كتولي حرام 33 نسبه القيمه السوقيه الشركه كينين بزاف الشركات حلال نحيه ميكروسوفت appel,"['h9y9h', 'العلماء', 'حددو', 'نسبه', 'الدين', 'الربوي', 'فتاتو', 'شركه', 'كتولي', 'حرام', '33', 'نسبه', 'القيمه', 'السوقيه', 'الشركه', 'كينين', 'بزاف', 'الشركات', 'حلال', 'نحيه', 'ميكروسوفت', 'appel']"
35658,h9y9h oui ms 9lal,neutre,h9y9h oui ms 9lal,"['h9y9h', 'oui', 'ms', '9lal']"
35659,المملكه المغربيه رعايه امير المؤمنين كلها واخده ديون بالربا اذن فلوسك كلها بالربا الا كنتي ماتخلص بالذهب ولا الحنطه,négatif,المملكه المغربيه رعايه امير المؤمنين كلها واخده ديون بالربا اذن فلوسك كلها بالربا الا كنتي ماتخلص بالذهب ولا الحنطه,"['المملكه', 'المغربيه', 'رعايه', 'امير', 'المؤمنين', 'كلها', 'واخده', 'ديون', 'بالربا', 'اذن', 'فلوسك', 'كلها', 'بالربا', 'الا', 'كنتي', 'ماتخلص', 'بالذهب', 'ولا', 'الحنطه']"
35660,كسب المال ديالك حلال مشغلكش بيهوم ذنوبهم علي راسهم المهم خدمتك حلال كتشري الحلال كتبيع الحلال,positif,كسب المال ديالك حلال مشغلكش بيهوم ذنوبهم علي راسهم المهم خدمتك حلال كتشري الحلال كتبيع الحلال,"['كسب', 'المال', 'ديالك', 'حلال', 'مشغلكش', 'بيهوم', 'ذنوبهم', 'علي', 'راسهم', 'المهم', 'خدمتك', 'حلال', 'كتشري', 'الحلال', 'كتبيع', 'الحلال']"
35661,هداك موضوع اخر للي عندو حكم مفصل الهضره علي الاستثمار سوق الاسهم,neutre,هداك موضوع اخر للي عندو حكم مفصل الهضره علي الاستثمار سوق الاسهم,"['هداك', 'موضوع', 'اخر', 'للي', 'عندو', 'حكم', 'مفصل', 'الهضره', 'علي', 'الاستثمار', 'سوق', 'الاسهم']"
35662,wayh lmghrib ms3b nass istetmro,négatif,wayh lmghrib ms3b nass istetmro,"['wayh', 'lmghrib', 'ms3b', 'nass', 'istetmro']"
35663,saraha blan,positif,saraha blan,"['saraha', 'blan']"
35664,salam soual diali wash men na7ia char3ia charika 3endha dettes interets cherit actions ba3thom dak rib7 diali fih interets dettes charika merci,neutre,salam soual diali wash men na7ia char3ia charika 3endha dettes interets cherit actions ba3thom dak rib7 diali fih interets dettes charika merci,"['salam', 'soual', 'diali', 'wash', 'men', 'na7ia', 'char3ia', 'charika', '3endha', 'dettes', 'interets', 'cherit', 'actions', 'ba3thom', 'dak', 'rib7', 'diali', 'fih', 'interets', 'dettes', 'charika', 'merci']"
35665,1055 شكرا علي المعلومات دائما تتفيدنا,positif,1055 شكرا علي المعلومات دائما تتفيدنا,"['1055', 'شكرا', 'علي', 'المعلومات', 'دائما', 'تتفيدنا']"
35666,بغينا حلقه علي ضرائب وتكاليف كينه كدخل بورصه سوا ملي كتبيع اسهم كتشري سوا ملي دخلك توزيع ارباح,neutre,بغينا حلقه علي ضرائب وتكاليف كينه كدخل بورصه سوا ملي كتبيع اسهم كتشري سوا ملي دخلك توزيع ارباح,"['بغينا', 'حلقه', 'علي', 'ضرائب', 'وتكاليف', 'كينه', 'كدخل', 'بورصه', 'سوا', 'ملي', 'كتبيع', 'اسهم', 'كتشري', 'سوا', 'ملي', 'دخلك', 'توزيع', 'ارباح']"
35667,swinga number,neutre,swinga number,"['swinga', 'number']"
35668,sewl 3alim din fhadchi ama swinga kichr7 masa2il ti9nia machi char3ia,neutre,sewl 3alim din fhadchi ama swinga kichr7 masa2il ti9nia machi char3ia,"['sewl', '3alim', 'din', 'fhadchi', 'ama', 'swinga', 'kichr7', 'masa2il', 'ti9nia', 'machi', 'char3ia']"
35669,فايت جربتي دخول البورصه,neutre,فايت جربتي دخول البورصه,"['فايت', 'جربتي', 'دخول', 'البورصه']"
35670,زوينه اعمي,positif,زوينه اعمي,"['زوينه', 'اعمي']"
35671,شحال عطاتك كاش بلوس,neutre,شحال عطاتك كاش بلوس,"['شحال', 'عطاتك', 'كاش', 'بلوس']"
35672,acent titre okayn acent pea,neutre,acent titre okayn acent pea,"['acent', 'titre', 'okayn', 'acent', 'pea']"
35673,amazing centent,positif,amazing centent,"['amazing', 'centent']"
35674,شكرا علي الحلقه الرائعه,positif,شكرا علي الحلقه الرائعه,"['شكرا', 'علي', 'الحلقه', 'الرائعه']"
35675,البورصه احسن استثمار يقد الانسان يديرو تجربتي سنه واحده وكاين ميدر الواحد يستثمر راسو اولن ويقري مزين ويتعلم يحلل الشركات وديك ساعه يتوكل علي الله وعلي راسو وميضيعش فرصه تحقيق دخل مالي والمناسبه دخول لشركه عملاقه بناء البنيات التحتيه sgtm شهر القادم ويعتبر دخول ديالها اكبر دخول لشركه البورصه الدار البيضاء,positif,البورصه احسن استثمار يقد الانسان يديرو تجربتي سنه واحده وكاين ميدر الواحد يستثمر راسو اولن ويقري مزين ويتعلم يحلل الشركات وديك ساعه يتوكل علي الله وعلي راسو وميضيعش فرصه تحقيق دخل مالي والمناسبه دخول لشركه عملاقه بناء البنيات التحتيه sgtm شهر القادم ويعتبر دخول ديالها اكبر دخول لشركه البورصه الدار البيضاء,"['البورصه', 'احسن', 'استثمار', 'يقد', 'الانسان', 'يديرو', 'تجربتي', 'سنه', 'واحده', 'وكاين', 'ميدر', 'الواحد', 'يستثمر', 'راسو', 'اولن', 'ويقري', 'مزين', 'ويتعلم', 'يحلل', 'الشركات', 'وديك', 'ساعه', 'يتوكل', 'علي', 'الله', 'وعلي', 'راسو', 'وميضيعش', 'فرصه', 'تحقيق', 'دخل', 'مالي', 'والمناسبه', 'دخول', 'لشركه', 'عملاقه', 'بناء', 'البنيات', 'التحتيه', 'sgtm', 'شهر', 'القادم', 'ويعتبر', 'دخول', 'ديالها', 'اكبر', 'دخول', 'لشركه', 'البورصه', 'الدار', 'البيضاء']"
35676,فلوس فابووور فبورصه المغرب الناس مفخبراش انها ماكينه طبع الاموال,positif,فلوس فابووور فبورصه المغرب الناس مفخبراش انها ماكينه طبع الاموال,"['فلوس', 'فابووور', 'فبورصه', 'المغرب', 'الناس', 'مفخبراش', 'انها', 'ماكينه', 'طبع', 'الاموال']"
35677,شرح زوين مفيدو لاصق,positif,شرح زوين مفيدو لاصق,"['شرح', 'زوين', 'مفيدو', 'لاصق']"
35678,بغينا حلقه علي الكريدي بدون فوائد,neutre,بغينا حلقه علي الكريدي بدون فوائد,"['بغينا', 'حلقه', 'علي', 'الكريدي', 'بدون', 'فوائد']"
35679,bon market a5ay bnadm ma3arfx i9dar it7amas howa ja ftali iji habta hadchi tayb9a ri tawa9o3,négatif,bon market a5ay bnadm ma3arfx i9dar it7amas howa ja ftali iji habta hadchi tayb9a ri tawa9o3,"['bon', 'market', 'a5ay', 'bnadm', 'ma3arfx', 'i9dar', 'it7amas', 'howa', 'ja', 'ftali', 'iji', 'habta', 'hadchi', 'tayb9a', 'ri', 'tawa9o3']"
35680,طبعا كلامك صحيح كنظن اي انسان يقدر يتعلم خصوصا ناس مختصين كيوجهو يعطيو معلومات,positif,طبعا كلامك صحيح كنظن اي انسان يقدر يتعلم خصوصا ناس مختصين كيوجهو يعطيو معلومات,"['طبعا', 'كلامك', 'صحيح', 'كنظن', 'اي', 'انسان', 'يقدر', 'يتعلم', 'خصوصا', 'ناس', 'مختصين', 'كيوجهو', 'يعطيو', 'معلومات']"
35681,ولا قلت ليك خدمت 1000 درهم قل شهور درت بيها 170000 درهم,neutre,ولا قلت ليك خدمت 1000 درهم قل شهور درت بيها 170000 درهم,"['ولا', 'قلت', 'ليك', 'خدمت', '1000', 'درهم', 'قل', 'شهور', 'درت', 'بيها', '170000', 'درهم']"
35682,الحلقه دارت اشهار ناضي لاكتتاب cash plus,positif,الحلقه دارت اشهار ناضي لاكتتاب cash plus,"['الحلقه', 'دارت', 'اشهار', 'ناضي', 'لاكتتاب', 'cash', 'plus']"
35683,انه فخ يا جورج,négatif,انه فخ يا جورج,"['انه', 'فخ', 'يا', 'جورج']"
35684,l3aaaa9a,neutre,l3aaaa9a,['l3aaaa9a']
35685,اولا هاذ حرام اتق الله,négatif,اولا هاذ حرام اتق الله,"['اولا', 'هاذ', 'حرام', 'اتق', 'الله']"
35686,ta7iati,positif,ta7iati,['ta7iati']
35687,عومار,neutre,عومار,['عومار']
35688,ميمكنش,neutre,ميمكنش,['ميمكنش']
35689,استثمرتيهاوشكرا,positif,استثمرتيهاوشكرا,['استثمرتيهاوشكرا']
35690,ميمكنش فالبورصه غالبا العملات الرقميه وحتي خطر ماشي ديما رابح,négatif,ميمكنش فالبورصه غالبا العملات الرقميه وحتي خطر ماشي ديما رابح,"['ميمكنش', 'فالبورصه', 'غالبا', 'العملات', 'الرقميه', 'وحتي', 'خطر', 'ماشي', 'ديما', 'رابح']"
35691,ممكن تفسير تشرح ليا اخويااا,neutre,ممكن تفسير تشرح ليا اخويااا,"['ممكن', 'تفسير', 'تشرح', 'ليا', 'اخويااا']"
35692,ممكن نيت لقتليه دير حلقه نيت واقت دعم كقول ناس حلوا حساب كاش بليس فابور,neutre,ممكن نيت لقتليه دير حلقه نيت واقت دعم كقول ناس حلوا حساب كاش بليس فابور,"['ممكن', 'نيت', 'لقتليه', 'دير', 'حلقه', 'نيت', 'واقت', 'دعم', 'كقول', 'ناس', 'حلوا', 'حساب', 'كاش', 'بليس', 'فابور']"
35693,حتي عرفتو غيدير ليها اشهار سميت الحلقه,neutre,حتي عرفتو غيدير ليها اشهار سميت الحلقه,"['حتي', 'عرفتو', 'غيدير', 'ليها', 'اشهار', 'سميت', 'الحلقه']"
35694,قصيره كاش بلوس مت كلاش علا يوتيوب يعمل اشهار الاسهم ديالها الاكتتاب الناس اتمني يجي عدد اكبر الاسهم يوصلهاش الطلب يفوت كثير العرض الاكتتابات,neutre,قصيره كاش بلوس مت كلاش علا يوتيوب يعمل اشهار الاسهم ديالها الاكتتاب الناس اتمني يجي عدد اكبر الاسهم يوصلهاش الطلب يفوت كثير العرض الاكتتابات,"['قصيره', 'كاش', 'بلوس', 'مت', 'كلاش', 'علا', 'يوتيوب', 'يعمل', 'اشهار', 'الاسهم', 'ديالها', 'الاكتتاب', 'الناس', 'اتمني', 'يجي', 'عدد', 'اكبر', 'الاسهم', 'يوصلهاش', 'الطلب', 'يفوت', 'كثير', 'العرض', 'الاكتتابات']"
35695,938,neutre,938,['938']
35696,درنا حلقه الماليه الاسلاميه,neutre,درنا حلقه الماليه الاسلاميه,"['درنا', 'حلقه', 'الماليه', 'الاسلاميه']"
35697,الاسهم حرام المجمل راجع قاله العلماء وحرام حاله اسهم شركات كتشتغل الحرام تبقاس تزرب وقر شويه,négatif,الاسهم حرام المجمل راجع قاله العلماء وحرام حاله اسهم شركات كتشتغل الحرام تبقاس تزرب وقر شويه,"['الاسهم', 'حرام', 'المجمل', 'راجع', 'قاله', 'العلماء', 'وحرام', 'حاله', 'اسهم', 'شركات', 'كتشتغل', 'الحرام', 'تبقاس', 'تزرب', 'وقر', 'شويه']"
35698,mustapha sp 500 concerne uniquement secteur lnergie bien plus diversifi min 11xx part cela merci bcp cette vido trs didactique comme dhabitude,positif,mustapha sp 500 concerne uniquement secteur lnergie bien plus diversifi min 11xx part cela merci bcp cette vido trs didactique comme dhabitude,"['mustapha', 'sp', '500', 'concerne', 'uniquement', 'secteur', 'lnergie', 'bien', 'plus', 'diversifi', 'min', '11xx', 'part', 'cela', 'merci', 'bcp', 'cette', 'vido', 'trs', 'didactique', 'comme', 'dhabitude']"
35699,للي بغا كورس الربح تيك توك بيطا للي ساوي اكثر 1500dh ب200درهم فقط، تخفيض 87 بمناسبه black friday مرحبا يتواصل,neutre,للي بغا كورس الربح تيك توك بيطا للي ساوي اكثر 1500dh ب200درهم فقط، تخفيض 87 بمناسبه black friday مرحبا يتواصل,"['للي', 'بغا', 'كورس', 'الربح', 'تيك', 'توك', 'بيطا', 'للي', 'ساوي', 'اكثر', '1500dh', 'ب200درهم', 'فقط،', 'تخفيض', '87', 'بمناسبه', 'black', 'friday', 'مرحبا', 'يتواصل']"
35700,جيتي حتي للقطه المهمه ونتا تقول بقينا خسنا فيدو اخر مطالب اخاي مصطفي بشرح لانك ادري بعلقتنا بلموؤسسات,négatif,جيتي حتي للقطه المهمه ونتا تقول بقينا خسنا فيدو اخر مطالب اخاي مصطفي بشرح لانك ادري بعلقتنا بلموؤسسات,"['جيتي', 'حتي', 'للقطه', 'المهمه', 'ونتا', 'تقول', 'بقينا', 'خسنا', 'فيدو', 'اخر', 'مطالب', 'اخاي', 'مصطفي', 'بشرح', 'لانك', 'ادري', 'بعلقتنا', 'بلموؤسسات']"
35701,نعم اخي مصطفي بغينا الحزء الثاني علي ديون المغرب 2025,neutre,نعم اخي مصطفي بغينا الحزء الثاني علي ديون المغرب 2025,"['نعم', 'اخي', 'مصطفي', 'بغينا', 'الحزء', 'الثاني', 'علي', 'ديون', 'المغرب', '2025']"
35702,tbarklah 3likoum,positif,tbarklah 3likoum,"['tbarklah', '3likoum']"
35703,صراحه المعلومات نقيين وواضحين كيما شرحها لينا الاستاذ لافاك الله اذكرو بالخير,positif,صراحه المعلومات نقيين وواضحين كيما شرحها لينا الاستاذ لافاك الله اذكرو بالخير,"['صراحه', 'المعلومات', 'نقيين', 'وواضحين', 'كيما', 'شرحها', 'لينا', 'الاستاذ', 'لافاك', 'الله', 'اذكرو', 'بالخير']"
35704,نعم الا التوقعات ديالك معقوله متال مغيز حل كونت pea حط 10000 dh زاءد 1000 dh شهر لمده 25 سنه، الاستتمار غيكون opvcm لسله اسهم مغربيه باش تعفي الضريبه بمعدل عاءد rendent 10 11 العام ممكن جدا نهايه المده غتجمع تقريبا 1500000 dh بطريقت استتمار اخرا تعطيك 10000 dh شهريا حتا تموت المعلومه صعيب تلقاها المغرب,neutre,نعم الا التوقعات ديالك معقوله متال مغيز حل كونت pea حط 10000 dh زاءد 1000 dh شهر لمده 25 سنه، الاستتمار غيكون opvcm لسله اسهم مغربيه باش تعفي الضريبه بمعدل عاءد rendent 10 11 العام ممكن جدا نهايه المده غتجمع تقريبا 1500000 dh بطريقت استتمار اخرا تعطيك 10000 dh شهريا حتا تموت المعلومه صعيب تلقاها المغرب,"['نعم', 'الا', 'التوقعات', 'ديالك', 'معقوله', 'متال', 'مغيز', 'حل', 'كونت', 'pea', 'حط', '10000', 'dh', 'زاءد', '1000', 'dh', 'شهر', 'لمده', '25', 'سنه،', 'الاستتمار', 'غيكون', 'opvcm', 'لسله', 'اسهم', 'مغربيه', 'باش', 'تعفي', 'الضريبه', 'بمعدل', 'عاءد', 'rendent', '10', '11', 'العام', 'ممكن', 'جدا', 'نهايه', 'المده', 'غتجمع', 'تقريبا', '1500000', 'dh', 'بطريقت', 'استتمار', 'اخرا', 'تعطيك', '10000', 'dh', 'شهريا', 'حتا', 'تموت', 'المعلومه', 'صعيب', 'تلقاها', 'المغرب']"
35705,العصر ولي الحرام لحلال، الحرام رجعوه حلال والعكس صحيح,négatif,العصر ولي الحرام لحلال، الحرام رجعوه حلال والعكس صحيح,"['العصر', 'ولي', 'الحرام', 'لحلال،', 'الحرام', 'رجعوه', 'حلال', 'والعكس', 'صحيح']"
35706,yk machi ostad lmajidi fsjes cadi ayad,neutre,yk machi ostad lmajidi fsjes cadi ayad,"['yk', 'machi', 'ostad', 'lmajidi', 'fsjes', 'cadi', 'ayad']"
35707,ibn zohr ait melloul,neutre,ibn zohr ait melloul,"['ibn', 'zohr', 'ait', 'melloul']"
35708,اشمن بنك اتفضل تدير فيك كونت pea,neutre,اشمن بنك اتفضل تدير فيك كونت pea,"['اشمن', 'بنك', 'اتفضل', 'تدير', 'فيك', 'كونت', 'pea']"
35709,المغرب etf باقي ماكينينش سعر اداره قليل جدا والكين opcvm شوف البنكه المؤسسه لعندها سعر تسيير منخفض لحقاش فرق 05 سعرالتسيير كايتعتابر بزاف المشكل هوا الا طلبتي المعلومه الناس كونطوار البنك غايبقا ادور عينيه ادا خاصك تفهم الموضوع مزيان,négatif,المغرب etf باقي ماكينينش سعر اداره قليل جدا والكين opcvm شوف البنكه المؤسسه لعندها سعر تسيير منخفض لحقاش فرق 05 سعرالتسيير كايتعتابر بزاف المشكل هوا الا طلبتي المعلومه الناس كونطوار البنك غايبقا ادور عينيه ادا خاصك تفهم الموضوع مزيان,"['المغرب', 'etf', 'باقي', 'ماكينينش', 'سعر', 'اداره', 'قليل', 'جدا', 'والكين', 'opcvm', 'شوف', 'البنكه', 'المؤسسه', 'لعندها', 'سعر', 'تسيير', 'منخفض', 'لحقاش', 'فرق', '05', 'سعرالتسيير', 'كايتعتابر', 'بزاف', 'المشكل', 'هوا', 'الا', 'طلبتي', 'المعلومه', 'الناس', 'كونطوار', 'البنك', 'غايبقا', 'ادور', 'عينيه', 'ادا', 'خاصك', 'تفهم', 'الموضوع', 'مزيان']"
35710,كلامك واضح مفهمنا منو والو لمتابه مرتبه ممكن تشرح افضا ترتب كلامك,négatif,كلامك واضح مفهمنا منو والو لمتابه مرتبه ممكن تشرح افضا ترتب كلامك,"['كلامك', 'واضح', 'مفهمنا', 'منو', 'والو', 'لمتابه', 'مرتبه', 'ممكن', 'تشرح', 'افضا', 'ترتب', 'كلامك']"
35711,qf8hr نوع الحساب لتحل pea plan pargne action مميزات ديالو معفي الضراءب الا شرتي اسهم مغربيهتانيا طريقه الاستتمار opcvm fond dinvestissement اسهل شراء اسهم معينه، الاحسن اكون كيتبع masi المده 25 سنه اكتر طريقه الشراء شهريا بطريقه اوتوماتيك الباقي غيجي بحدو متانساش الاستتمار والتداول عمليه سيكولوجيه بحتهخاص الكبده قاصحه تبيعش تشوف 700000 dh نزلات ولات 420000 dh,négatif,qf8hr نوع الحساب لتحل pea plan pargne action مميزات ديالو معفي الضراءب الا شرتي اسهم مغربيهتانيا طريقه الاستتمار opcvm fond dinvestissement اسهل شراء اسهم معينه، الاحسن اكون كيتبع masi المده 25 سنه اكتر طريقه الشراء شهريا بطريقه اوتوماتيك الباقي غيجي بحدو متانساش الاستتمار والتداول عمليه سيكولوجيه بحتهخاص الكبده قاصحه تبيعش تشوف 700000 dh نزلات ولات 420000 dh,"['qf8hr', 'نوع', 'الحساب', 'لتحل', 'pea', 'plan', 'pargne', 'action', 'مميزات', 'ديالو', 'معفي', 'الضراءب', 'الا', 'شرتي', 'اسهم', 'مغربيهتانيا', 'طريقه', 'الاستتمار', 'opcvm', 'fond', 'dinvestissement', 'اسهل', 'شراء', 'اسهم', 'معينه،', 'الاحسن', 'اكون', 'كيتبع', 'masi', 'المده', '25', 'سنه', 'اكتر', 'طريقه', 'الشراء', 'شهريا', 'بطريقه', 'اوتوماتيك', 'الباقي', 'غيجي', 'بحدو', 'متانساش', 'الاستتمار', 'والتداول', 'عمليه', 'سيكولوجيه', 'بحتهخاص', 'الكبده', 'قاصحه', 'تبيعش', 'تشوف', '700000', 'dh', 'نزلات', 'ولات', '420000', 'dh']"
35712,بغينا حلقه عاي الديون المغرب,neutre,بغينا حلقه عاي الديون المغرب,"['بغينا', 'حلقه', 'عاي', 'الديون', 'المغرب']"
35713,hebni nhebek,positif,hebni nhebek,"['hebni', 'nhebek']"
35714,الحلقه عدد الامور تعتبر مخالفات شرعيه المرجوا مراجعه سلاسل الدكتور طلال لحلو فصل جيدا الامور,négatif,الحلقه عدد الامور تعتبر مخالفات شرعيه المرجوا مراجعه سلاسل الدكتور طلال لحلو فصل جيدا الامور,"['الحلقه', 'عدد', 'الامور', 'تعتبر', 'مخالفات', 'شرعيه', 'المرجوا', 'مراجعه', 'سلاسل', 'الدكتور', 'طلال', 'لحلو', 'فصل', 'جيدا', 'الامور']"
35715,1000 مليار ماشي تريليون بليون,neutre,1000 مليار ماشي تريليون بليون,"['1000', 'مليار', 'ماشي', 'تريليون', 'بليون']"
35716,sara7a bgit n3raw1cha sra lil doyon nta3 lmgrib,neutre,sara7a bgit n3raw1cha sra lil doyon nta3 lmgrib,"['sara7a', 'bgit', 'n3raw1cha', 'sra', 'lil', 'doyon', 'nta3', 'lmgrib']"
35717,924 925,neutre,924 925,"['924', '925']"
35718,محتوي هادف ومفيد,positif,محتوي هادف ومفيد,"['محتوي', 'هادف', 'ومفيد']"
35719,طلال لحو كايشجع علي زواج القاصرات,négatif,طلال لحو كايشجع علي زواج القاصرات,"['طلال', 'لحو', 'كايشجع', 'علي', 'زواج', 'القاصرات']"
35720,ط2ش مستوي هارب عليك علي امثالك,négatif,ط2ش مستوي هارب عليك علي امثالك,"['ط2ش', 'مستوي', 'هارب', 'عليك', 'علي', 'امثالك']"
35721,رافضين يسمعو طلال لحلو بحجه انه رجل دين يبحثو بوحدهم ففقه البيوع ويلا حتي فقه البيوع عجبهمش فان الاسلام يؤخذ كله وليس يحلو لكم تاخذوا,négatif,رافضين يسمعو طلال لحلو بحجه انه رجل دين يبحثو بوحدهم ففقه البيوع ويلا حتي فقه البيوع عجبهمش فان الاسلام يؤخذ كله وليس يحلو لكم تاخذوا,"['رافضين', 'يسمعو', 'طلال', 'لحلو', 'بحجه', 'انه', 'رجل', 'دين', 'يبحثو', 'بوحدهم', 'ففقه', 'البيوع', 'ويلا', 'حتي', 'فقه', 'البيوع', 'عجبهمش', 'فان', 'الاسلام', 'يؤخذ', 'كله', 'وليس', 'يحلو', 'لكم', 'تاخذوا']"
35722,لاحول ولا قوه الا باللهناطق اخر باسم الله شحال عام,négatif,لاحول ولا قوه الا باللهناطق اخر باسم الله شحال عام,"['لاحول', 'ولا', 'قوه', 'الا', 'باللهناطق', 'اخر', 'باسم', 'الله', 'شحال', 'عام']"
35723,شركات حرام البورصه وزيد السندات حرام العقود الاجله حرام المضاربه العمولات حرام بشكل الحالي,négatif,شركات حرام البورصه وزيد السندات حرام العقود الاجله حرام المضاربه العمولات حرام بشكل الحالي,"['شركات', 'حرام', 'البورصه', 'وزيد', 'السندات', 'حرام', 'العقود', 'الاجله', 'حرام', 'المضاربه', 'العمولات', 'حرام', 'بشكل', 'الحالي']"
35724,لغه البكاء لغه الخشب خليها اخي الكريم خطاب علمي ادخل الدكتور طلال وجاوبوا نقطه بنقطه,négatif,لغه البكاء لغه الخشب خليها اخي الكريم خطاب علمي ادخل الدكتور طلال وجاوبوا نقطه بنقطه,"['لغه', 'البكاء', 'لغه', 'الخشب', 'خليها', 'اخي', 'الكريم', 'خطاب', 'علمي', 'ادخل', 'الدكتور', 'طلال', 'وجاوبوا', 'نقطه', 'بنقطه']"
35725,طلال الحلو ماشي عالم دين باش تاخذ منو المعلومه,négatif,طلال الحلو ماشي عالم دين باش تاخذ منو المعلومه,"['طلال', 'الحلو', 'ماشي', 'عالم', 'دين', 'باش', 'تاخذ', 'منو', 'المعلومه']"
35726,1011 1037,neutre,1011 1037,"['1011', '1037']"
35727,da9a wmter9a hhhhhh,neutre,da9a wmter9a hhhhhh,"['da9a', 'wmter9a', 'hhhhhh']"
35728,سي مصطفي الغزال,positif,سي مصطفي الغزال,"['سي', 'مصطفي', 'الغزال']"
35729,aba stof mo7tawa zwin,positif,aba stof mo7tawa zwin,"['aba', 'stof', 'mo7tawa', 'zwin']"
35730,tbaarklh 3lik khouya swinga,positif,tbaarklh 3lik khouya swinga,"['tbaarklh', '3lik', 'khouya', 'swinga']"
35731,تبارك الله عليك اخي مصطفي كيف العاده معلومات قيمه,positif,تبارك الله عليك اخي مصطفي كيف العاده معلومات قيمه,"['تبارك', 'الله', 'عليك', 'اخي', 'مصطفي', 'كيف', 'العاده', 'معلومات', 'قيمه']"
